lyapunov,spectral_entropy,spectral_flatness,mode_count,final_C,final_S,condition,seed,total_reward,reward_mean,reward_std,episode_length,final_branching,final_depth,final_noise
-inf,0.0,0.0,1,0.1142915263579863,6.670551792437933,constant_reward,4,0.0,0.0,0.0,50,3,3,0.05
-inf,0.0,0.0,1,0.029230505126129014,6.670551792437934,constant_reward,5,0.0,0.0,0.0,50,3,3,0.05
-inf,0.0,0.0,1,0.015185105744290023,6.670551792437934,constant_reward,6,0.0,0.0,0.0,50,3,3,0.05
-inf,0.0,0.0,1,0.17937757914757838,6.670551792437934,constant_reward,7,0.0,0.0,0.0,50,3,3,0.05
-inf,0.0,0.0,1,0.1292684474242558,6.670551792437934,constant_reward,8,0.0,0.0,0.0,50,3,3,0.05
-inf,0.0,0.0,1,0.06490544550463785,6.670551792437934,constant_reward,9,0.0,0.0,0.0,50,3,3,0.05
-inf,0.0,0.0,1,0.09264920222029498,6.670551792437934,constant_reward,10,0.0,0.0,0.0,50,3,3,0.05
-inf,0.0,0.0,1,0.16576094855094442,6.670551792437934,constant_reward,11,0.0,0.0,0.0,50,3,3,0.05
-inf,0.0,0.0,1,0.0156618823038988,6.670551792437933,constant_reward,12,0.0,0.0,0.0,50,3,3,0.05
-inf,0.0,0.0,1,0.24476379839326026,6.670551792437934,constant_reward,13,0.0,0.0,0.0,50,3,3,0.05
-inf,0.0,0.0,1,0.033153123916256494,6.670551792437934,constant_reward,14,0.0,0.0,0.0,50,3,3,0.05
-inf,0.0,0.0,1,0.04157583467056128,6.670551792437934,constant_reward,15,0.0,0.0,0.0,50,3,3,0.05
-inf,0.0,0.0,1,0.09977757735122302,6.670551792437934,constant_reward,16,0.0,0.0,0.0,50,3,3,0.05
-inf,0.0,0.0,1,0.13178807392434286,6.670551792437934,constant_reward,17,0.0,0.0,0.0,50,3,3,0.05
-inf,0.0,0.0,1,0.012076886823253183,6.670551792437934,constant_reward,18,0.0,0.0,0.0,50,3,3,0.05
-inf,0.0,0.0,1,0.2175766202373636,6.670551792437933,constant_reward,19,0.0,0.0,0.0,50,3,3,0.05
-inf,0.0,0.0,1,0.052304808982662404,6.670551792437934,constant_reward,20,0.0,0.0,0.0,50,3,3,0.05
-inf,0.0,0.0,1,0.4490283851518646,6.670551792437934,constant_reward,21,0.0,0.0,0.0,50,3,3,0.05
-inf,0.0,0.0,1,0.02704045376961058,6.670551792437934,constant_reward,22,0.0,0.0,0.0,50,3,3,0.05
-inf,0.0,0.0,1,0.010136882750768952,6.670551792437934,constant_reward,23,0.0,0.0,0.0,50,3,3,0.05
-inf,0.0,0.0,1,0.06575739511928372,6.670551792437934,constant_reward,24,0.0,0.0,0.0,50,3,3,0.05
-inf,0.0,0.0,1,0.050019998967171395,6.670551792437934,constant_reward,25,0.0,0.0,0.0,50,3,3,0.05
-inf,0.0,0.0,1,0.008952846785973093,6.670551792437934,constant_reward,26,0.0,0.0,0.0,50,3,3,0.05
-inf,0.0,0.0,1,0.05309296795375345,6.670551792437934,constant_reward,27,0.0,0.0,0.0,50,3,3,0.05
-inf,0.0,0.0,1,0.17569105918713568,6.670551792437934,constant_reward,28,0.0,0.0,0.0,50,3,3,0.05
-inf,0.0,0.0,1,0.04827365549471066,6.670551792437934,constant_reward,29,0.0,0.0,0.0,50,3,3,0.05
