cond_a,cond_b,metric,n,t,p,mean_diff
trained_order,random_order,total_reward,30,2.374330553913518,0.02441627066718461,1.5890929727913934
trained_life,random_life,total_reward,30,8.49487660740301,2.3272481721455664e-09,5.896222678620425
trained_life,shuffled_life,total_reward,30,-1.3059237285746728,0.20184312694684647,-0.47163316925204235
trained_life,constant_reward,total_reward,30,-45.269356729687594,1.8527135629155406e-28,-32.165131975688965
