cond_a,cond_b,metric,n,t,p,mean_diff
trained_order,random_order,total_reward,30,3.0936329504968745,0.004347515598576375,1.6815777569634256
trained_life,random_life,total_reward,30,7.408448651943247,3.658674817655332e-08,5.797699079227425
trained_life,shuffled_life,total_reward,30,-0.5650054713438276,0.576415170033345,-0.4363361678032805
trained_life,constant_reward,total_reward,30,-47.726741648831364,4.0792406567149e-29,-32.26365557508197
