seed,total_reward,mean_reward,final_coherence,mean_coherence,max_coherence,mean_entropy,final_alive,mean_alive,births,deaths,extinct_steps,runtime_sec,algorithm,branches,observation_mode,reward_mode,train_steps
0,1916.9933199506268,19.169933199506268,0.9994316189391421,0.9283783481654286,0.9994523399420384,0.9990234277375468,640,582.31,600,0,0,0.946478100027889,random,40,global,combined,1000
0,1864.8768550627874,18.648768550627874,0.9958713000597522,0.8170586588933716,0.9958713000597522,0.9989836105620767,640,583.29,600,0,0,0.976478099997621,ppo,40,global,combined,1000
0,1951.9794219303126,19.519794219303126,0.9999283017313455,0.9815893616708266,0.9999544298318489,0.9991103101676856,640,585.74,600,0,0,29.344692899961956,mcts,40,global,combined,1000
