cond_a,cond_b,metric,n,t,p,mean_diff
trained_order,random_order,total_reward,3,27.347261619287895,0.0013344500291616011,98.47648209206397
trained_life,random_life,total_reward,3,3.8753686681543296,0.060595556984383445,160.09395043376
trained_life,shuffled_life,total_reward,3,6.399517992473132,0.02355830768763245,255.26197147624907
trained_life,constant_reward,total_reward,3,7.23050729166603,0.018595814047892883,303.7622866233369
