lyapunov,spectral_entropy,spectral_flatness,mode_count,final_C,final_S,mean_C,mean_S,condition,seed,total_reward,reward_mean,reward_std,episode_length
-inf,0.0,0.0,1,0.13178807392434283,6.670551792437934,0.13178807392434286,6.670551792437932,frozen,17,0.0,0.0,0.0,100
-inf,0.0,0.0,1,0.012076886823253174,6.670551792437934,0.012076886823253174,6.670551792437932,frozen,18,0.0,0.0,0.0,100
-inf,0.0,0.0,1,0.21757662023736377,6.670551792437933,0.21757662023736374,6.670551792437931,frozen,19,0.0,0.0,0.0,100
-inf,0.0,0.0,1,0.052304808982662335,6.670551792437934,0.05230480898266234,6.670551792437932,frozen,20,0.0,0.0,0.0,100
-inf,0.0,0.0,1,0.44902838515186494,6.670551792437934,0.4490283851518649,6.670551792437932,frozen,21,0.0,0.0,0.0,100
-inf,0.0,0.0,1,0.027040453769610586,6.670551792437934,0.027040453769610586,6.670551792437932,frozen,22,0.0,0.0,0.0,100
-inf,0.0,0.0,1,0.010136882750768956,6.670551792437934,0.010136882750768956,6.670551792437932,frozen,23,0.0,0.0,0.0,100
-inf,0.0,0.0,1,0.06575739511928375,6.670551792437934,0.06575739511928376,6.670551792437932,frozen,24,0.0,0.0,0.0,100
-inf,0.0,0.0,1,0.050019998967171395,6.670551792437934,0.050019998967171374,6.670551792437932,frozen,25,0.0,0.0,0.0,100
-inf,0.0,0.0,1,0.008952846785973117,6.670551792437934,0.008952846785973117,6.670551792437932,frozen,26,0.0,0.0,0.0,100
-inf,0.0,0.0,1,0.05309296795375342,6.670551792437934,0.053092967953753394,6.670551792437932,frozen,27,0.0,0.0,0.0,100
-inf,0.0,0.0,1,0.17569105918713585,6.670551792437934,0.17569105918713593,6.670551792437932,frozen,28,0.0,0.0,0.0,100
-inf,0.0,0.0,1,0.04827365549471066,6.670551792437934,0.04827365549471066,6.670551792437932,frozen,29,0.0,0.0,0.0,100
-1.2077318479589438,3.205626720335243,0.2681970487484381,2,0.6202808064313441,6.670551792437934,0.21329135589118203,5.299853520058946,random_order,0,204.30478231814539,2.0430478231814537,2.4430893786257735,100
-1.3787467506201452,3.3527807369677447,0.27982694741844333,2,0.0,0.0,0.2111005634328394,6.302187327678683,random_order,1,202.37557498129848,2.023755749812984,2.3657864531024875,100
-1.4255487735902097,3.3893176750536598,0.2781200481881425,2,0.13602851860306944,9.840476793880246,0.2069382774460028,5.894106815844935,random_order,2,199.85308564149545,1.998530856414954,2.390529237729105,100
-1.4100220033881594,3.5615275014774395,0.3164628709191346,2,0.21649819630314998,8.992479887325295,0.25622519722232817,6.4341516497979105,random_order,3,246.44974256116353,2.4644974256116354,2.3752175141009957,100
-1.3655701436296233,3.4929593332177404,0.30261190707513685,2,0.0,0.0,0.21081922299307984,6.314445641925264,random_order,4,199.94694460772652,1.9994694460772648,2.40268802610021,100
-1.489530175557325,3.5356977210218217,0.35141158652162846,2,0.2537590352314831,9.47790671449554,0.20594214158538496,6.418700034871279,random_order,5,197.43905402889658,1.9743905402889659,2.2786333772596166,100
-1.5188702095281894,3.3463823844235625,0.24365329607191508,2,0.129967075316622,6.670551792437934,0.1857356272057749,5.980925056244669,random_order,6,175.28489185506956,1.7528489185506952,2.262950917396492,100
-1.4796979969051776,3.2939453922200634,0.27398637023538075,2,0.6239191332505547,6.670551792437934,0.2387531047819056,6.597327719090039,random_order,7,227.516428449796,2.2751642844979596,2.4769564625277,100
-1.6697973278369056,3.380876451344845,0.3110923263890899,2,0.229669111089606,8.25551429315909,0.17920982438624575,7.522756598029056,random_order,8,164.66979109853747,1.646697910985375,1.8985419247619804,100
